Invariant,Avg,Prior,Ratio,S24,S10,S25,S8,S21,S9,S6,S16,S14,S23,S22,S26,S13,S12,S15,S7,S17,S11,S27
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected ),0.52079,0.765,0.68077,0.5139971937,0.6275644707,0.54435199,0.4237352479,0.4821621882,0.1464818903,0.5075614426,0.6785812149,0.5958598381,0.3363322829,0.5827976737,0.7106286455,0.7469081438,0.5460227273,0.3511742399,0.639231063,0.3667738704,0.6935614458,0.4012910737
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.57895,0.85196,0.67955,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.51985,0.765,0.67955,0.5027207162,0.6160917479,0.4824227022,0.4400476663,0.4727465709,0.1523942187,0.4690639162,0.6785812149,0.6044004853,0.2991115326,0.5956839334,0.7783844149,0.7397076065,0.566996342,0.362370198,0.6801257716,0.3363475743,0.7038319818,0.3962079332
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected Trust_Human=Trust_Human==0 ),0.64756,0.95575,0.67754,1,0,0,0,0,0.8562869222,1,1,1,1,1,0,1,0,1,0.4472632697,1,1,1
P(EventW_Machine=EventW_Machine==false alarm | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.0049,0.00725,0.67613,0,0,0,0,0,0.006175649257,0,0,0.05437184908,0,0.03258990318,0,0,0,0,0,0,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected Trust_Human=Trust_Human==0 ),0.10005,0.14803,0.67587,0,0,0,0,0,0.3751922202,0.2038142069,0.3440490224,0.06489242708,0.06764202774,0.1485586865,0,0.1509818375,0.1641973076,0.09738951229,0,0.0650178914,0,0.2191915608
P(Mode_H2M=autonomous | EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.80944,0.85196,0.67424,1,1,1,1,1,0.3569364015,1,1,0.7898657873,0.5919702379,0.7697454981,1,0.3641506027,0.5677553409,1,1,0.3746619549,1,0.5643175785
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected ),0.33971,0.504,0.67404,0,0,0.4643941163,0,0,0.1169014453,0.8866307375,0,1,0.07124714956,0.6138120293,0,0.5385770183,0,0,0,0.7630188141,1,1
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected ),0.51517,0.765,0.67342,0,0,0,0,0,1,0.69871332,1,1,1,1,0,1,1,1,0,0.1944185776,0,0.8950747118
P(EventW_Machine=EventW_Machine==truck detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.00569,0.00847,0.67211,0,0,0,0,0,0.01859600904,0,0,0,0,0,0,0,0,0.01626557841,0,0.07330180567,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==truck detected ),0.09926,0.14803,0.67057,0.1856998408,0,0,0,0.2633276722,0.1361655443,0,0.07400929313,0.0814499117,0.1469795711,0.142492487,0,0.207542118,0.1215827934,0.1752056356,0,0.1682579302,0.1116441187,0.07166647729
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected ),0.02959,0.04425,0.66863,0,0,0,0,0,0,0,0,0.3329379406,0,0,0,0,0.2292159402,0,0,0,0,0
P(Mode_H2M=autonomous | EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.84795,0.85196,0.66801,0.9574474699,0.5830015774,1,1,0.8419782844,0.8473413296,0.6537345529,0.7207950769,0.9012703358,0.7927392678,0.9057598067,1,0.8620238694,0.833091801,0.8690388533,0.7633057039,0.8358677571,0.8620967063,0.8816243946
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.51046,0.765,0.66727,0,0,0,0,0,1,0.69871332,1,1,1,1,0,1,1,1,0,0,0,1
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.50897,0.765,0.66532,0,0,0.4967051071,0,0,1,0.8226383013,1,0.2941218852,1,1,0,1,0,0.7911759668,1,0.2657905555,1,0
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.50831,0.765,0.66446,0,0.7868265069,0.4967051071,0,0.382997019,0.715675852,0.5369403459,0.5135247225,0.6250047844,1,0.4400164339,0.2552126772,1,0.4112011791,0.3870496363,0.5152958948,0.5915093922,1,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.59889,0.9025,0.66359,0.6900673873,0,0,0,0.8897437294,0.5958902749,1,0.7831146903,0.8021054592,0.6668255706,0.912871535,0,0.8111623149,0.623922978,0.6687682413,0.776515699,0.4715734923,0.7974285252,0.8888799365
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm ),0.33442,0.504,0.66354,0,0,0,0,0,0.5696637799,0,0,0.2699106761,1,0.5144708102,0,0,0,1,0,1,1,1
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected ),0.50611,0.765,0.66159,0,0,0.4967051071,0,0,1,0.8226383013,1,0.2941218852,1,1,0,0.5674020852,0,0.7911759668,1,0.6441339238,1,0
P(Trust_Human=Trust_Human>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected ),0.07605,0.115,0.6613,0,0,0,0,0,0.3065787588,0,0,0,0,0,0,0,0,0.4247439938,0,0.7136194918,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.56328,0.85196,0.66115,0.5357183234,1,1,1,0.1665341152,1,1,1,0,0,1,0,0,0,1,1,1,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.63158,0.95575,0.66082,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.63158,0.95575,0.66082,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.63158,0.95575,0.66082,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected ),0.63158,0.95575,0.66082,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected ),0.63158,0.95575,0.66082,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
P(Mode_H2M=autonomous | EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.95489,0.85196,0.66028,0.8602170057,1,1,1,1,0.9803748609,1,0.7409069388,0.7470526972,1,0.9723004843,1,0.974964677,1,0.9664785387,1,1,1,0.9006630616
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==obstacle detected ),0.32707,0.496,0.65941,0.238809509,0.2830540794,0.2776903523,0.2426204109,0.3337525987,0.3863215421,0.31210745,0.3582546044,0.3180425462,0.296024913,0.4070067753,0.3108883969,0.4104138712,0.2708336569,0.4929534209,0.3425287545,0.2314621248,0.3398355634,0.3616611367
P(Mode_H2M=autonomous | EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.56912,0.85196,0.65941,1,1,1,1,1,0,1,0,0.6527092442,0,0,1,1,1,0,0.5180613641,0.6425258686,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.02909,0.04425,0.65743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5527367303,0,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.59084,0.9025,0.65467,0.678004897,0.4898282897,0.1753066904,0,0.9085257279,0.5565808779,0.2329612953,0.8226067808,0.757720622,0.6226110675,0.9161803594,0,0.8030965629,0.6561073563,0.652233828,0.7966159922,0.4722990019,0.7956573441,0.8895853837
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected Trust_Human=Trust_Human==0 ),0.62328,0.95575,0.65214,1,0,0,0,1,1,0,1,0.8423417678,1,1,0,1,0,1,0,1,1,1
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.01003,0.01539,0.65195,0,0.1906367352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.62193,0.95575,0.65072,0,0,0,0,0,1,1,1,0.8165932385,1,1,0,1,1,1,1,1,0,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.09591,0.14803,0.64792,0,0,0,0,0,0.3751922202,0.2774474448,0.3922980804,0.06764256059,0.04129728578,0.1275748026,0,0.1184036828,0.1687469579,0.09738951229,0,0,0,0.1563158924
P(EventW_Machine=EventW_Machine==truck detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00547,0.00847,0.64595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1039533305,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected ),0.61673,0.95575,0.64529,1,0,0,0,1,1,0,0.4949456764,0.8002846153,1,1,0,1,1,0.7586953708,0,0.6640199496,1,1
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==  ),0.31971,0.496,0.64458,0.5061777057,0.3719413595,1,0,0.1777335091,0.3263521134,0.133026883,0.283267926,0.3345643812,0.312096237,0.3378377193,0,0.378475773,0.2440657806,0.2245448428,0.2558751421,0.292842216,0.495082641,0.4006765
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.54852,0.85196,0.64384,0.6976778426,1,1,1,1,0,1,0,0,0,0,0,0,0.7242907437,1,1,1,0,1
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected Trust_Human=Trust_Human>0 ),0.32398,0.504,0.64282,0.4285666609,0.4031412715,0.1781459919,0.3056687581,0.09739504389,1,0.4943344296,1,0,0,1,0,0,0,0.3564396133,0.4459637553,0.4459637553,0,0
P(Trust_Human=Trust_Human>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm ),0.07381,0.115,0.64183,0.1979466872,0.0267976728,0,0,0.02672861279,0,0.04508483482,0.2048640694,0.08818261217,0,0.1652514696,0.4733844212,0.09770603229,0,0,0,0,0.07645568477,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.57895,0.9025,0.64149,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.57895,0.9025,0.64149,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm ),0.31806,0.496,0.64124,1,0,0,0,0,0,0,0.8746573386,0.8711725942,0,0.653678424,0,1,0,0.6435603867,0,0,0,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.09486,0.14803,0.64081,0.07608024177,0,0,0,0.1622811321,0.08417052027,0.02930551905,0.1893779454,0.1337484564,0.1173372223,0.1927175862,0,0.1292442474,0.1035945692,0.1325881846,0.1118262226,0.09324906301,0.08974219399,0.1570614745
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human<0 ),0.32275,0.504,0.64037,0.3383415064,0,0.5653244908,0.3977181333,0.6938143467,0.1361370318,0.6100066992,0.4174274413,0,0.6054065976,0,0,0,0,1,0.2869712703,0.2115504839,0.6601644366,0.209331711
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.61043,0.95575,0.63869,0,0,0,0,0,1,1,1,0.7276256018,1,1,0,1,0.8705568085,1,1,1,0,1
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected ),0.57547,0.9025,0.63765,0.1419871348,0,0,0,0,0.8653187015,0.2882327056,1,0.9091560903,0.7259487522,0.9143507441,0,0.9117309705,1,0.8942707,0.3871584445,1,1,0.8958658078
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.57544,0.9025,0.6376,0.6605668482,0.4898282897,0.1753066904,0,1,0.2494319706,0.1683831129,0.9443044033,0.613090389,0.2487524044,1,0,0.760051478,1,0.6122300092,0.8504267668,0.4774407562,0.7876102258,0.8958658078
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human==0 ),0.31558,0.496,0.63626,0.2758659579,0.2441549858,0.3307858688,0.3123854057,0.2802592666,0.4303362201,0.1933840372,0.3175033428,0.297084061,0.2880305417,0.2740461063,0.3076270223,0.4305080806,0.3071523282,0.4318894416,0.3017327434,0.2565569651,0.3818494702,0.334935818
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm ),0.60804,0.95575,0.63619,1,0,0,0,0,1,0,0.6621587449,1,1,0.8906620078,0,1,0,1,1,1,1,1
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected Trust_Human=Trust_Human<0 ),0.32051,0.504,0.63593,1,0.6280586405,1,1,0.2741343387,0,0.2811116815,0,0.2282499612,0,0,0,0,0,0,0,1,0.2798086778,0.3982726382
P(EventW_Machine=EventW_Machine==false alarm | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 Trust_Human=Trust_Human==0 ),0.00461,0.00725,0.6358,0,0,0,0,0,0.00537445902,0,0,0.0356455146,0.008420432659,0.01442878102,0,0,0,0,0,0.006857127261,0.01052174123,0.006332996408
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected ),0.57368,0.9025,0.63566,0.1419871348,0,0,0,0,0.8653187015,0.2882327056,1,0.8750862655,0.7259487522,0.9143507441,0,0.9117309705,1,0.8942707,0.3871584445,1,1,0.8958658078
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.094,0.14803,0.63502,0.09934659949,0.02831831188,0,0.06214856628,0.152286887,0.06384927668,0.05246390188,0.1365781479,0.1197514749,0.1116232812,0.1577780101,0,0.1279337604,0.09696181468,0.1197466262,0.1386911519,0.0977048973,0.09764981989,0.1232081996
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.60644,0.95575,0.63452,0.8952475433,0,0,0,1,0.9190809309,0,0.7461900003,0.8043003943,0.7631525261,0.692292003,0,0.8473592258,0.9216880557,0.847784153,0.5189777916,0.7521768374,1,0.8141456309
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected ),0.31403,0.496,0.63313,0,0,0,0.7731023169,0,0,0.2988446742,0.7362348797,0,1,0.8830403747,0,0.5623856425,0,1,0,0.7130287297,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.09354,0.14803,0.63187,0,0,0,0,0,0,0,0,0,0.1868198604,0.2302404492,0,0.5670027682,0,0,0,0.3574559199,0,0.4356629273
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected ),0.60199,0.95575,0.62986,0,0,0,0,0,1,1,1,0.6670620594,1,1,0,1,0.7707840598,1,1,1,0,1
P(EventW_Machine=EventW_Machine==obstacle detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.01091,0.01735,0.62861,0.008446659163,0.009733977659,0.007866879302,0.008724522385,0.01213734787,0.01140958248,0.008908261037,0.01231821195,0.01055285716,0.01052494647,0.01322456535,0.01132297206,0.01257805395,0.009460601116,0.01580736103,0.01153977113,0.00751346486,0.01302082562,0.01213192122
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected ),0.4765,0.765,0.62288,0,0,0,0,0,0,0.8743291349,0.9134650853,1,1,1,0,1,0,1,1,0.2657905555,0,1
